simulation,use_case,implementation_cost,monthly_operating_cost,cost_per_interaction,readmission_reduction,readmissions_prevented,nurse_time_saved_hours,patient_satisfaction_increase,monthly_interactions,adoption_rate,total_annual_cost,total_annual_benefit,net_annual_benefit,roi_percent,payback_months,npv_3_year,benefit_cost_ratio
15,discharge_education,253044.0827159175,24580.336620812708,0.01218151326202938,0.38364569346770533,27,2.328929143697309,0.18550546201819768,1788.9298472831988,0.13272443189522465,379573.5694936392,866266.2506988479,486692.6812052087,128.22090902021156,6.239109626780457,1218583.2074696494,2.282209090202116
16,discharge_education,182413.42490811378,26394.373006626683,0.013473362081044849,0.34486276210945876,33,1.8111653160214545,0.10310874800424386,2423.9142083758643,0.29207322568321165,377928.8503342855,800560.2390870329,422631.3887527473,111.82829476472133,5.179362340684961,1063447.683017734,2.1182829476472134
17,discharge_education,227539.38284603477,28230.761296746277,0.023958194471964164,0.3185836926541124,27,2.5880904610261606,0.1582511399054669,787.8822130228156,0.8014732049023443,414842.1113330008,872702.8998388678,457860.788505867,110.3698915798677,5.9635432050487305,1147875.961795626,2.103698915798677
18,discharge_education,165124.54543260296,21631.275098927683,0.0109842044026317,0.3871160477573893,23,2.1423481453700157,0.1839798874467338,890.40196374281,0.15137592438215464,314734.18061737623,784485.1463448358,469750.9657274595,149.25324119738298,4.21818088680814,1187316.5759520933,2.49253241197383
19,discharge_education,280967.95312999724,26376.264066618736,0.014301757066954033,0.3838415795195962,26,2.1857151262621466,0.11140904611216224,4862.912330163061,0.2491194021961276,411005.7314654972,759552.0125262414,348546.28106074414,84.80326535057179,9.67336511897072,858630.1728829384,1.8480326535057179
20,discharge_education,228606.44742531696,24466.01501983574,0.0187664685910379,0.38259722084409176,29,3.1334555745933113,0.11461652671906095,2307.8016650556733,0.8316884931205663,370314.0408293405,927965.7514161915,557651.710586851,150.58886488288604,4.919338212406602,1404896.4248367574,2.50588864882886
21,discharge_education,207846.72951310733,25383.35312666604,0.00932683707599713,0.42344541214872666,17,3.161631903575618,0.1529254451153422,6906.98215432457,0.10783730135610187,374655.52425791067,801937.5925801727,427282.068322262,114.04664836281009,5.837269895155436,1071847.6616110876,2.1404664836281007
22,discharge_education,164100.88043570908,27019.58620250773,0.012740552035753744,0.3529704539616837,28,3.566516687328133,0.0523956100238749,1478.2922005596597,0.32460102630740867,379161.33901312586,908042.7793765323,528881.4403634064,139.48717496883233,3.723349724421072,1339845.847661341,2.3948717496883236
23,discharge_education,198911.3200312894,30116.310724621562,0.010531901440538219,0.25022102680749764,33,2.3222556795418203,0.16810069559712354,2535.417683910984,0.18527983246575447,428019.93526911247,931993.9339375603,503973.99866844784,117.74544995236734,4.736228152011825,1270749.808115812,2.177454499523673
24,discharge_education,288065.89467157674,25496.840937095276,0.016232994687365273,0.2526742888931336,27,2.3911593983863897,0.20493884259935952,2975.512232502221,0.2673316734797696,402563.67382681766,893789.5643895902,491225.8905627725,122.02439576654331,7.037069508080389,1225328.7843848956,2.220243957665433
25,discharge_education,260412.73471737414,25309.270311549168,0.012463011524898277,0.2783167630169166,31,2.193452658545811,0.060397744993239244,1153.861633342623,0.3565113583465801,390688.0557343952,779546.5906041948,388858.53486979957,99.53171824995863,8.036220209631786,965416.3819882523,1.9953171824995861
26,discharge_education,176154.26873122583,26183.374900111827,0.012627413674581178,0.24582706307903104,29,2.0872514016037442,0.13393070791735032,2258.6163177223148,0.16619623428044838,373260.83416932967,811273.3901258372,438012.5559565075,117.3475799922269,4.826006003774479,1103968.7813470643,2.173475799922269
27,discharge_education,248307.64939911655,28279.48978315718,0.010879170473886611,0.39234834707271393,34,2.2613091347123397,0.048146203251393044,4626.266047015856,0.36813707892955594,422727.0531080548,818116.3907639971,395389.3376559423,93.53301018917173,7.536095460880258,983953.3198563019,1.9353301018917173
28,discharge_education,170549.32036865893,22909.60075166682,0.013368155681014269,0.23382152451581414,34,2.445619925771571,0.17008558610494706,2725.8353910263677,0.18851494124400722,332202.2551786382,964016.1764552513,631813.9212766131,190.18953406468054,3.2392319565999133,1604203.812554317,2.9018953406468055
29,discharge_education,218194.21943419776,32827.50485649253,0.012437777202345384,0.48206090380537625,33,2.703113342524964,0.21002057742066993,5282.456796225022,0.6713856378157876,467449.88900452584,1023425.3119489154,555975.4229443895,118.93797303672193,4.7094359303581435,1402044.2565325783,2.1893797303672193
30,discharge_education,210308.7299348467,25028.937120798284,0.010122602015338905,0.3120315029180966,33,2.975211919093025,0.12115481721687985,755.0641683521486,0.5031230845032987,370541.8739967289,969932.3666989731,599390.4927022442,161.76052823318304,4.210451767161824,1515040.7010954688,2.6176052823318305
31,discharge_education,255177.66563984117,21794.945749894963,0.01789437629756306,0.2941111107366475,23,2.3588894055063947,0.16704610992794766,1557.5778949602404,0.16191366538885366,346933.0334982688,795701.7326437789,448768.6991455101,129.35311884843892,6.823408124293489,1120548.6613436628,2.293531188484389
32,discharge_education,170562.49558983426,30439.415097733014,0.012415731099154548,0.30375844750117936,37,1.966189785308703,0.14288102574893533,1826.8412805663097,0.5386521682270735,422399.32521061174,916485.6978390666,494086.3726284549,116.97139250449781,4.142494228670286,1249264.7045918703,2.169713925044978
33,discharge_education,229811.66716534714,26412.06130750564,0.016233030465695526,0.30918891745711163,37,3.2756314273664855,0.2013289923276039,1890.4120530241585,0.24194524955210725,393916.87014257687,1145161.077885247,751244.2077426702,190.71135680753147,3.67089686357861,1903633.1689911173,2.9071135680753146
34,discharge_education,181981.0266705241,21017.991860889168,0.015575273460548763,0.15930084108615084,28,2.365296582777721,0.18587711278979813,4455.841927379606,0.4855223718471549,313709.05603236903,885365.6685509018,571656.6125185328,182.22509090064275,3.820077074636292,1447561.0923809425,2.8222509090064274
35,discharge_education,282693.6031850115,26167.674822075656,0.012233356903310143,0.3898142147838417,25,1.7794021197520007,0.0949374047576444,2378.852583617033,0.1837694031233273,408592.51515868737,676259.6803254045,267667.16516671714,65.50956154024547,12.673662218177641,649953.5861120957,1.6550956154024548
36,discharge_education,187975.88236058553,21706.425770136695,0.010809227144882676,0.23657017341901246,24,2.446484820022721,0.09823788387903129,1049.2156029975367,0.14222130505649624,323271.8312124899,752280.910481985,429009.07926949504,132.70846323368735,5.2579553611499055,1079099.483362392,2.3270846323368737
37,discharge_education,265548.3818664086,22086.097945845075,0.013041939732202665,0.3681083411680408,34,2.189818138732224,0.12263600818312392,530.8283110683011,0.04341178160258359,353632.379009037,883312.366218313,529679.9872092761,149.7826609355079,6.016048669661911,1327602.962334935,2.4978266093550787
38,discharge_education,166586.86292460043,24241.00604627151,0.0141296708891673,0.32490001236348287,30,2.4360412042596167,0.1022229779699787,334.04141537823614,0.363383684568399,346477.66560661,838908.3345237288,492430.6689171188,142.12479412056058,4.059540725786242,1245558.2312228517,2.4212479412056056
39,discharge_education,259477.28058358404,27095.24445247894,0.009155355989156814,0.38442647972371313,30,2.8268171306676617,0.2687164701746194,3349.472741580637,0.1329228085591569,412003.3476748437,1056202.6971614154,644199.3494865717,156.35779493592344,4.833484183870499,1623586.2948490456,2.5635779493592343
40,discharge_education,227121.73588767374,26876.40254215198,0.008204297278542575,0.34503753893524564,22,2.1746787154390868,0.1256437308117652,1012.902170258013,0.14072804352872587,398323.79760794155,716351.9638188465,318028.16621090495,79.84161833181022,8.569872483698996,787572.6068792945,1.7984161833181023
41,discharge_education,283742.0558996254,22825.379935419965,0.009907149650766885,0.33122026151865136,26,2.4575455837520837,0.17641583048151882,1949.1614028287538,0.04912639619433602,368716.9721294506,859896.7563692897,491179.7842398391,133.21322894444734,6.932094479549911,1225819.485400075,2.3321322894444734
42,discharge_education,199270.62281960546,25601.10923764267,0.007517372686350512,0.30384679573291057,22,2.819296229388687,0.066923996886552,1582.8052488440758,0.15095071065391605,373779.63423492626,741432.5067070812,367652.87247215497,98.36086260416197,6.504090278844134,919386.3944198848,1.9836086260416197
43,discharge_education,287728.2228609373,24792.74295733,0.011246333367310523,0.2518425056882892,33,2.88012554731768,0.1138330458774383,7196.901017885102,0.37344884728495387,394393.5880849765,950249.3670287367,555855.7789437603,140.9393549329192,6.211572866782382,1391933.8758263863,2.409393549329192
44,discharge_education,180532.4282712919,28567.33914406801,0.012659769362418699,0.28754582116863364,31,2.668801331037601,0.12940615169387662,1113.0970351928331,0.18003109492418723,403154.64444016916,910350.3247287647,507195.68028859555,125.80673130850333,4.27130834005294,1281643.2236784159,2.258067313085033
45,discharge_education,257081.56703928515,25335.03415765116,0.018626202395936316,0.27999019191403907,28,3.1505262165811496,0.2025796520335833,797.6240352313462,0.33551916370864276,389892.54605216865,1004148.0601891327,614255.514136964,157.54482109405984,5.022305430673833,1546755.8451414502,2.5754482109405985
46,discharge_education,262544.4485352065,27399.117937487536,0.007964241262660474,0.39150032345655433,23,2.8163909330531425,0.2635346428902198,1912.652675101727,0.2306000915545578,416487.0253565268,951665.4641871282,535178.4388306015,128.49822593452242,5.886883988276118,1342196.4629280719,2.2849822593452243
47,discharge_education,219677.80675971147,28956.6584518688,0.009831748522273398,0.2721978612981636,36,2.9145693422926344,0.21434874819247968,1156.0209858790813,0.4916099383257625,420842.22550043167,1097242.762690522,676400.5371900904,160.72544440752574,3.897296847320065,1712182.317794275,2.607254444075257
48,discharge_education,232244.75420313567,26615.12571141898,0.01007863240268928,0.20042762373508663,31,2.827182828177029,0.14722076645447724,2054.8616504144866,0.10814370983908876,397044.94894729456,948754.534117491,551709.5851701964,138.95393623139447,5.0514566455790115,1389070.107695096,2.3895393623139447
49,discharge_education,265904.40963496064,28290.897230306055,0.014577299871696075,0.32001951460589184,32,1.930122785921647,0.15919416759525787,1799.2577975770662,0.1351692568264888,428440.30982086743,858110.129765072,429669.8199442046,100.28697349319238,7.426290531724757,1069816.8731766483,2.0028697349319238
50,discharge_education,180577.280929221,31511.366951429398,0.012567174736866084,0.3875353214776759,31,2.4209960507105053,0.128655946502629,671.7540868996209,0.11548967017847316,438430.135005443,877385.4330949946,438955.2980895516,100.11978261578713,4.936555910320908,1105774.8175298935,2.0011978261578713
51,discharge_education,209353.81482570327,24000.386685618494,0.008514763683809152,0.20996647938024887,24,2.425481666635235,0.19022195550554324,1471.831662322901,0.4159080893557243,357939.6327547674,841534.5721681238,483594.9394133564,135.10516722932394,5.1949381045136995,1216758.9417368346,2.3510516722932393
52,discharge_education,186541.34304487365,32553.48437792209,0.011593333928335508,0.21147792730066636,30,2.506964645956473,0.14879374564449982,1935.6951635747077,0.2444606479428444,453091.5541416671,894699.1496188412,441607.59547717415,97.46542204119253,5.068971049104583,1111769.305191171,1.9746542204119253
53,discharge_education,172199.43232861243,29125.254989947043,0.010769725686598704,0.411086581523223,29,1.1703243214753136,0.09112358173625318,1943.718522910148,0.11910027770778647,407154.07043921313,649265.743528044,242111.67308883084,59.46438723494904,8.534876330333683,599670.7103861109,1.5946438723494902
54,discharge_education,163798.46612680505,23335.546816091937,0.015207035179442384,0.4017244075995327,25,2.237739866860113,0.1744687280613959,534.4044223748211,0.30259718178085515,334723.5709842515,815374.9107532107,480651.33976895915,143.59650213924536,4.089412492777992,1215594.831365507,2.4359650213924535
55,discharge_education,204909.2693490939,27856.337756286124,0.013732789934458119,0.24742133455060047,38,2.0313221588883397,0.06651104139657998,5140.565280211441,0.12845804774166797,403426.27449611493,862582.9220520642,459156.6475559493,113.81426460868033,5.355277431520803,1154405.6306417505,2.1381426460868034
56,discharge_education,221606.2766397852,24370.301409357246,0.00855871194251115,0.4403835345587491,31,2.6055087336013094,0.14516434440648038,1057.5160578707626,0.3126453180509044,366420.9874959821,917880.4797746507,551459.4922786686,150.49888273245142,4.822249606565142,1389925.2754620197,2.5049888273245142
57,discharge_education,162981.51810848332,24375.30134461358,0.012850905284385632,0.4724191630746458,26,2.8361286422068863,0.08557763101213375,1800.2388480661807,0.40355832138751585,347108.4052253,818274.354499029,471165.949273729,135.74028810045846,4.150932851400874,1191265.223356783,2.3574028810045844
58,discharge_education,227690.28990016598,29883.634328938388,0.013168089202941626,0.3786152787156411,32,1.5795628843341774,0.08602115166321492,983.1641075095993,0.2507322032614085,434655.73195934185,739364.326626658,304708.5946673161,70.1034341118085,8.966873683970503,753166.6314479474,1.7010343411180848
59,discharge_education,204289.15531994114,24535.353210601395,0.010133851202940032,0.40730495357601076,27,2.058111105567866,0.25406573283825706,1303.5968425076135,0.11016071995252517,362679.1491110309,899620.1765620796,536941.0274510486,148.04849652017603,4.565622179174579,1354950.9377547484,2.4804849652017604
60,discharge_education,222065.21290530026,21914.181080972445,0.020080253614806386,0.292315208022028,27,2.4825057547515192,0.2385400317817755,981.2144727500115,0.46075491851177286,337228.3470323295,939265.7798994731,602037.4328671435,178.5251560745655,4.426273865020055,1520204.838597332,2.785251560745655
61,discharge_education,221600.1275704884,25087.872915187632,0.015317663348880189,0.19445216886900754,31,2.3868773904956617,0.1908349258856785,2599.729859767014,0.342996453032718,375399.04561389366,935128.9866501145,559729.9410362209,149.10265424913086,4.750865258204546,1411239.890858273,2.4910265424913085
62,discharge_education,190731.692987734,33623.030947873005,0.013688854657397758,0.3166150149730489,24,1.9594717297958688,0.20265764266664518,1616.1209438493302,0.2790867236708392,467319.076506897,793388.9675401081,326069.89103321114,69.77457318252634,7.019293650819447,813426.7312833241,1.6977457318252636
63,discharge_education,222180.00370875618,24048.225494800015,0.010851865815347878,0.2166012100618289,34,3.1389634146190826,0.17062851983220612,210.53803968478582,0.613025842753224,362666.12394052045,1054693.7637326869,692027.6397921664,190.81673035049266,3.852678550969135,1752102.1479534153,2.9081673035049267
64,discharge_education,191799.47440641152,21318.54301632648,0.012646851967826273,0.38523843000522806,41,2.241355774949814,0.220467372009279,6744.73035312439,0.24767250621570858,320779.2696074547,1085843.622752755,765064.3531453002,238.50180657918693,3.0083661373252113,1944607.514351252,3.3850180657918694
65,discharge_education,237260.33570247106,24124.666245405988,0.016760153431353102,0.2759711609529097,26,2.0976065416698377,0.05331608494462198,543.3637951712765,0.43794334939116214,368692.0558392756,690004.935361701,321312.87952242536,87.14939050992075,8.860908509678783,794608.4168561314,1.8714939050992074
66,discharge_education,223849.9562584539,23449.807046641938,0.012899356624639167,0.33939610112065194,32,2.181130007874342,0.12345015224990911,984.6886473862684,0.1102086897619035,356166.75884617696,854997.0532735736,498830.2944273967,140.0552640126739,5.384996671432944,1253978.441948106,2.400552640126739
67,discharge_education,183973.80310693686,29678.75418415081,0.010687761118751572,0.2435831410936175,31,2.148189968536777,0.10799449607083308,1888.4606058406225,0.2040338799627779,417711.85223550414,821259.1919806141,403547.33974510996,96.6090230826373,5.470698031803824,1014046.2749352227,1.9660902308263728
68,discharge_education,254523.78928474535,29588.262431432027,0.01437563281801849,0.46081636310130797,21,1.8103403859927365,0.11345349800290404,1624.2646844257338,0.5895945688191788,440180.6102645304,642797.7481819597,202617.13791742933,46.030455043366125,15.074171428981634,486284.3899232601,1.4603045504336614
69,discharge_education,212978.15162391466,26063.568176501998,0.013071363854916696,0.396450246236227,27,2.671567525508437,0.06803018661679718,2337.9704555191856,0.2539655974694878,384122.2608760692,793333.9649328939,409211.7040568247,106.5316295711511,6.245514959982856,1024555.2156807029,2.065316295711511
70,discharge_education,233859.578552337,29994.083424178403,0.015600024068767461,0.3935436472356538,32,2.416440959841573,0.15733568432166614,3759.8696023560674,0.14759318595950696,438586.042616426,919473.0091010707,480886.9664846447,109.64484040939118,5.835705972949578,1206325.712424108,2.0964484040939118
71,discharge_education,196398.12494931067,27325.53022680201,0.016235355587821895,0.30197136787428674,26,2.544978074063395,0.22475668727587056,1957.9547170382382,0.18302644004656152,393753.86146406597,919603.8369041119,525849.9754400459,133.54789042190384,4.481843889827153,1327480.6012042698,2.3354789042190385
72,discharge_education,225766.10206252956,31767.249038692462,0.011060699156348415,0.3155271994318646,27,2.566484837073438,0.11499395925304133,3734.4735313995357,0.09465005408634718,456958.0264773439,826636.9880725882,369678.9615952443,80.89998209355736,7.328502582509977,920872.8165961794,1.8089998209355735
73,discharge_education,163579.46513825236,21255.509078597624,0.013531635625193562,0.28951692744008034,35,1.482379879687248,0.06495032240306231,1195.0384879658213,0.23308936394645524,309786.6472271158,747659.7067624046,437873.05953528883,141.34665372270493,4.482928417067484,1105381.9263149546,2.413466537227049
74,discharge_education,232215.29218711884,23966.08559050346,0.013131402141313597,0.2548737095410617,32,2.8251005889793306,0.14504120681103086,5368.011867668184,0.12147288959440744,365843.99875215214,960304.2833783438,594460.2846261917,162.49010142405533,4.68758566099615,1499246.9596576593,2.624901014240553
75,discharge_education,191529.02050594435,23896.62805022332,0.013130018347968075,0.30593649710401244,28,2.385298698634824,0.17527509053057455,1629.6029904740687,0.2729793046210924,350859.30404397263,877363.9213531016,526504.617309129,150.0614665880837,4.365295517858475,1329854.0631056447,2.500614665880837
76,discharge_education,240128.13569083542,27419.19360825183,0.01298956350910441,0.356720300607081,35,2.161803848970365,0.2400470216455408,1615.3586710611055,0.05847615599945009,409324.8288445398,1011081.5220116882,601756.6931671484,147.01201851493195,4.788542713374736,1516935.057007236,2.4701201851493195
77,discharge_education,209602.5566524529,20909.924979573683,0.010442128062092826,0.2861572097042466,30,2.1559201549498637,0.201176076123283,615.9474261927678,0.13363584218495086,320863.800261881,901445.6962667652,580581.8960048843,180.9434082408261,4.332258200156271,1466668.670815225,2.809434082408261
78,discharge_education,182691.23080829703,26222.417963536085,0.016910194905301452,0.3701889832460537,31,2.6041914039737764,0.04791325657878545,1367.4943413116127,0.248426499061781,375843.5876486537,820458.1390953764,444614.55144672265,118.29776163757712,4.930776022885664,1120061.2637158418,2.1829776163757715
79,discharge_education,231750.27133430482,29462.871230323562,0.011556699121342134,0.2605229746908787,22,2.27750833931307,0.24059900620674357,2172.7659038330994,0.3348569220323233,431105.8652303915,844675.0903174427,413569.22508705116,95.93217314870712,6.724396031707367,1033138.708005813,1.9593217314870712
80,discharge_education,174512.47331227642,30978.565040847498,0.016352182196902976,0.31580796837539193,29,3.367981901582625,0.15989553917313237,959.2077843233478,0.15939157930324252,430101.8266130428,1003733.1863788735,573631.3597658307,133.37105872882506,3.650688973145046,1453703.0321345644,2.333710587288251
81,discharge_education,213241.34479371575,26731.816762834824,0.010678899988184262,0.22534292738835215,32,2.8766628801886207,0.1248872141902938,1955.030529138868,0.4151180170619966,392112.78032452404,946853.3886148145,554740.6082902905,141.47475831600562,4.612779557298144,1399560.214610104,2.4147475831600564
82,discharge_education,237875.91302883974,25601.574609084328,0.008722703010992976,0.18285000958321437,37,3.3419638457289342,0.127055786856553,3483.0957304750877,0.20630964194203893,386875.45043401467,1079511.0868013145,692635.6363672998,179.03323552586997,4.121230278183882,1751456.3983156662,2.7903323552586996
83,discharge_education,189748.7913972551,27386.269785636312,0.0076708235290472515,0.41014427943031434,23,2.8885080478786445,0.16619000638029727,1317.9663273378915,0.387238892129414,392006.15320542495,863696.052604521,471689.8993990961,120.32716719931538,4.827293312126888,1188842.1734740078,2.203271671993154
84,discharge_education,201961.7449206509,27089.00723095515,0.011312677175790603,0.21042640842990848,46,1.852659262139547,0.20804133936892596,1132.8467544213797,0.3083368103029542,392542.4547671477,1092887.043447067,700344.5886799193,178.41244435467667,3.4604978438056433,1776385.8527265019,2.7841244435467667
85,discharge_education,249336.9018736432,25645.800769868256,0.008551023327434291,0.3519139368405596,33,1.804001831405995,0.19235395049925172,3795.4935215709206,0.28085756005967444,391251.3741066718,888874.188582031,497622.8144753593,127.1874931076117,6.012672119219877,1247273.8136393772,2.271874931076117
86,discharge_education,189291.33588051904,22823.875507540677,0.012185196221757807,0.29702222107921267,30,2.86632003860779,0.14596417099457087,1770.2593748553463,0.026520381379182664,337242.4695448133,938585.7760135836,601343.3064687704,178.31185594163813,3.7773697755197255,1523036.0646584304,2.783118559416381
87,discharge_education,214758.815286792,26134.909008617084,0.013439465427693979,0.23030929887699864,33,2.701695011677039,0.16382845762974638,959.8371777064518,0.21753634836997862,385359.97624846105,977048.8091477616,591688.8328993005,153.54184901594678,4.355508571648337,1494565.4586530474,2.535418490159468
88,discharge_education,271176.62913728424,28021.41736092013,0.019610246755714825,0.29539049623731317,37,3.052762966478992,0.209351515278019,2634.731849721892,0.09834644393659507,427269.2309439679,1124210.700920288,696941.4699763202,163.1152958139682,4.669143234880219,1757858.624747375,2.631152958139682
89,discharge_education,169015.52764069854,33126.64227228955,0.010137172449941926,0.3804114058622414,35,2.3738099782677753,0.1782201493946633,2169.1087906788293,0.5996218506997747,454122.0800395264,976815.4465694742,522693.3665299478,115.09974729360286,3.880260323855052,1323205.7748583993,2.1509974729360284
90,discharge_education,244929.1795310758,25684.47181596709,0.011949833238902419,0.3100461162777234,31,1.9518624565523992,0.07799745587028527,4688.948622894229,0.1886892400818984,390529.1074846094,765739.5752220972,375210.4677374878,96.07746530193647,7.833337305581933,932426.6700119482,1.9607746530193648
91,discharge_education,173430.09663367455,27191.685279933117,0.008430730619777504,0.3871731892013169,29,3.2669890604247835,0.15295710611362112,3584.1603484149805,0.18480186641013244,384472.8606551691,983665.6839688431,599192.823313674,155.84788541188752,3.4732745096892104,1519729.9829527952,2.558478854118875
92,discharge_education,223309.55986501102,28987.579643945563,0.014184263024995857,0.3682732447024246,43,2.8794642948933826,0.16405957119846878,1804.841461970331,0.3301617238634101,422594.6798345305,1140389.9295346085,717795.249700078,169.8543034145946,3.733257805063238,1818348.5469151554,2.698543034145946
93,discharge_education,193884.21422224407,24505.24075547434,0.011557974769399678,0.3776720585547447,31,2.191276693770451,0.22572587812947909,2877.187308269693,0.14165877053537307,359090.01397289656,944591.8483196377,585501.8343467412,163.0515501862254,3.973703298919269,1481563.6072165382,2.630515501862254
94,discharge_education,186888.85478999317,26455.637545071633,0.010595897068146358,0.32558255473140296,31,2.490181100536659,0.1776244977208574,1972.7731584153744,0.45500639880107346,380014.77508676174,935348.040790623,555333.2657038614,146.1346511006243,4.038415121120889,1404802.399383786,2.461346511006243
95,discharge_education,258323.83115287728,24031.213682175807,0.014029894087109163,0.3399709680900766,28,1.851812040368079,0.1362338388247285,2837.0473294806593,0.11576238291901568,374960.1495863682,768969.4040725788,394009.2544862106,105.08030117890026,7.867546100856919,978984.753864122,2.0508030117890024
96,discharge_education,229383.06498701643,22609.00193766124,0.009893958840220728,0.4716119302218711,31,2.816888440466049,0.1706899548725749,1438.7226713237178,0.17539376578306917,347939.86086898454,970885.4521331612,622945.5912641766,179.03829406276174,4.418679285069192,1573055.61004715,2.7903829406276177
97,discharge_education,204415.4297942535,27103.845020193316,0.019031569004774054,0.32515067952438775,23,2.498958101289908,0.07821905858932798,215.97240150830945,0.21570503897320029,393433.9403643535,725083.6117570159,331649.67139266245,84.2961517467269,7.396314150502465,825877.4019301096,1.842961517467269
98,discharge_education,175346.33843325757,30966.62014925549,0.010654957258154069,0.21881946154457063,25,2.517041734129613,0.1115013384470679,1987.0681768978354,0.18727519902269188,430302.28678674495,788716.7638839176,358414.47709717264,83.29364916315227,5.87073401231116,898950.7041803214,1.8329364916315227
99,discharge_education,229589.0940831809,34050.751237954195,0.013522169709542717,0.35559983206214996,34,3.473271418757383,0.1548216859396745,933.124772390291,0.4553160896255759,485290.1273415666,1082346.9703781344,597056.8430365678,123.0309065439395,4.614416803241348,1506308.7515443326,2.230309065439395
